journal	created	deposited	published.print	doi	indexed	issn	issue	issued	member	page	prefix	publisher	score	source	reference.count	references.count	is.referenced.by.count	subject	title	type	url	volume	abstract	short.container.title	published.online	language	update.policy	subtitle	archive_	na.	archive	author.names	published_on	citations	is_oa	CiteScore	SJR	WebQualis
Brazilian Journal of Medical and Biological Research	2017-03-03	2020-02-07	NA	10.1590/1414-431x20175700	2022-12-02	1414-431X,0100-879X	3	2017	530	NA	10.1590	FapUNIFESP (SciELO)	1	Crossref	39	39	12	Cell Biology,General Pharmacology, Toxicology and Pharmaceutics,General Medicine,Immunology,Physiology,Biochemistry,General Neuroscience,Biophysics,Automotive Engineering	Spirometry reference values in the Brazilian population	journal-article	http://dx.doi.org/10.1590/1414-431x20175700	50	NA	Braz J Med Biol Res	2017	NA	NA	NA	NA	NA	NA	R. Rufino, C.H. Costa, A.J. Lopes, A.I. Maiworm, K. Maynard, L.M.R.A. Silva, R.M. Dias	2017	12	TRUE	4.5	0,528	A3
Journal of Chinese Integrative Medicine	2008-11-12	2017-06-18	2008-11-12	10.3736/jcim20081103	2022-11-19	1672-1977	11	2008-11-12	2046	1109-1116	10.3736	Journal of Chinese Integrative Medicine Press	1	Crossref	27	27	12	Complementary and alternative medicine	Statistical validation of strategies for Zang-Fu single patterndifferentiation	journal-article	http://dx.doi.org/10.3736/jcim20081103	6	NA	J Chin Integr Med	NA	NA	NA	NA	NA	NA	NA	DZ Ferre	2008	12	FALSE	NA	NA	NA
Healthcare	2021-11-17	2021-11-29	NA	10.3390/healthcare9111560	2023-04-04	2227-9032	11	2021-11-16	1968	1560	10.3390	MDPI AG	1	Crossref	47	47	4	Health Information Management,Health Informatics,Health Policy,Leadership and Management	The Aftermath of the COVID-19 Crisis in Saudi Arabia: Respiratory Rehabilitation Recommendations by Physical Therapists	journal-article	http://dx.doi.org/10.3390/healthcare9111560	9	<jats:p>Since late 2019, the number of COVID-19 patients has gradually increased in certain regions as consecutive waves of infections hit countries. Whenever this wave hits the corresponding areas, the entire healthcare system must respond quickly to curb the diseases, morbidities, and mortalities in intensive care settings. The healthcare team involved in COVID-19 patients’ care must work tirelessly without having breaks. Our understanding of COVID-19 is limited as new challenges emerge with new COVID-19 variants appearing in different world regions. Though medical therapies are finding solutions to deal with the disease, there are few recommendations for respiratory rehabilitation therapies. A group of respiratory rehabilitation care professionals in Saudi Arabia and international experts have agreed with the World Health bodies such as the World Health Organization (WHO) on the treatment and rehabilitation of patients with COVID-19. Professionals participating in COVID-19 patient treatment, rehabilitation, and recovery formulated respiratory rehabilitation guidelines based on the DELPHI Method, combining scientific research and personal practical experience. As a result, it is envisaged that the number of individuals in the region suffering from respiratory ailments due to post-COVID-19 will decrease. This narrative review and clinical expertise guidelines may give physiotherapists acceptable and standard clinical guideline protocols for treating COVID-19 patients.</jats:p>	Healthcare	2021-11-16	en	NA	NA	NA	NA	NA	Ravi Shankar Reddy, Ajay Prashad Gautam, Jaya Shanker Tedla, Arthur Sá Ferreira, Luis Felipe Fonseca Reis, Kalyana Chakravarthy Bairapareddy, Venkata Nagaraj Kakaraparthi, Kumar Gular	2021	4	TRUE	4.9	0,55	A3
Journal of Physical Therapy Science	2014-03-25	2021-04-27	2014	10.1589/jpts.26.461	2023-04-19	0915-5287,2187-5626	3	2014	533	461-464	10.1589	Society of Physical Therapy Science	1	Crossref	25	25	11	Physical Therapy, Sports Therapy and Rehabilitation	The Effect of a Patellar Bandage on the Postural Control of Individuals with          Patellofemoral Pain Syndrome	journal-article	http://dx.doi.org/10.1589/jpts.26.461	26	NA	J Phys Ther Sci	NA	en	NA	NA	NA	NA	NA	Lilian Ramiro Felicio, Cátia de Lourdes Masullo, Marcelo Camargo Saad, Débora Bevilaqua-Grossi	2014	11	TRUE	NA	NA	C
Neurology International	2015-12-31	2020-10-27	NA	10.4081/ni.2015.6057	2023-04-15	2035-8377,2035-8385	3	2015-12-31	1968	NA	10.3390	MDPI AG	1	Crossref	0	0	10	Neurology (clinical)	The influence of fear of falling on orthostatic postural control: a systematic review	journal-article	http://dx.doi.org/10.4081/ni.2015.6057	7	<jats:p>Posture is a complex sensory-motor behavior that can be influenced by the fear of falling (FoF) during environmental changes. The aim of this paper is to investigate the influence of FoF on orthostatic postural control in healthy individuals by a systematic review. Thirteen articles were selected. Some other articles (31 references) were used to contextualize and discuss the topic. Studies in the environment made changes on the environment, in which participants were positioned in high hydraulic platforms at different heights, showed a decrease in the center of pressure in the anteroposterior oscillation where the platform was higher. This change in postural control strategy and the FoF are correlated. It can modulate the activity of the muscle spindle (H-reflex) and probably induce postural freezing phenomenon (anticipated postural anxiety). We can conclude that further studies are needed to understand the physiological mechanisms involved in FoF and its relation to changes in postural control strategy.</jats:p>	Neurol Int	2015-12-31	NA	NA	NA	NA	NA	NA	Nélio Silva De Souza, Ana Carolina Gomes Martins, Dângelo J.A. Alexandre, Marco Orsini, Victor Hugo Do Vale Bastos, Marco Antônio A. Leite, Silmar Teixeira, Bruna Velasques, Pedro Ribeiro, Juliana Bittencourt, André Palma da Cunha Matta, Pedro Moreira Filho	2015	10	TRUE	2.2	0,448	B2
Revista Brasileira de Epidemiologia	2014-06-04	2020-08-20	2014-06	10.1590/1809-4503201400020012eng	2023-05-30	1415-790X	2	2014-06	530	437-451	10.1590	FapUNIFESP (SciELO)	1	Crossref	39	39	22	Epidemiology,Public Health, Environmental and Occupational Health,General Medicine	The International Classification of Functioning, Disability and Health: a systematic review of observational studies	journal-article	http://dx.doi.org/10.1590/1809-4503201400020012eng	17	<jats:p>Objective: To systematically review the use of the International Classification of Functioning, Disability and Health (ICF) in observational studies. Methods: This study is a systematic review of articles that use the ICF in observational studies. We took into account the observational design papers available in databases such as PubMed, Lilacs and SciELO, published in English and Portuguese from January 2001 to June 2011. We excluded those in which the samples did not comprise individuals, those about children and adolescents, and qualitative methodology articles. After reading the abstracts of 265 identified articles, 65 met the inclusion criteria. Of these, 18 were excluded. The STROBE (Strengthening the Reporting of Observational Studies in Epidemiology) adapted Checklist, with 15 items needed for observational studies, was applied to the 47 remaining articles. Any paper that met 12 of these criteria was included in this systematic review. Results: 29 articles were reviewed. Regarding the ICF application methodology, the checklist was used in 31% of the articles, the core set in 31% and the ICF categories in 31%. In the remaining 7%, it was not possible to define the applied methodology. In most papers (41%), qualifiers were used in their original format. As far as the area of knowledge is concerned, most of the studies were related to Rheumatology (24%) and Orthopedics (21%). Regarding the study design, 83% of the articles used cross-sectional studies. Conclusion: Results indicate a wide scientific production related to ICF over the past 10 years. Different areas of knowledge are involved in the debate on the improvement of information on morbidity. However, there are only a few quantitative epidemiological studies involving the use of ICF. Future studies are needed to improve data related to functioning and disability.</jats:p>	Rev. bras. epidemiol.	NA	NA	NA	NA	NA	NA	NA	Luciana Castaneda, Anke Bergmann, Ligia Bahia	2014	22	TRUE	3.7	0,693	A3
Isokinetics and Exercise Science	2017-11-14	2019-12-02	2018-03-07	10.3233/ies-171179	2022-04-02	0959-3020,1878-5913	1	2018-03-07	7437	17-27	10.3233	IOS Press	1	Crossref	43	43	1	Physical Therapy, Sports Therapy and Rehabilitation,Orthopedics and Sports Medicine,Biophysics	The relationship between muscle function, lung function and quality of life in patients with chronic obstructive pulmonary disease (COPD)	journal-article	http://dx.doi.org/10.3233/ies-171179	26	NA	IES	NA	NA	NA	NA	NA	NA	NA	Ádrea L. Hora, Fernando S. Guimarães, Sara L.S. Menezes, Mauricio S. Soares, Priscila S. Bunn, Agnaldo J. Lopes	2018	1	FALSE	1.2	0,264	B1
Asian Journal of Sports Medicine	2020-06-30	2023-01-15	NA	10.5812/asjsm.103030	2023-01-16	2008-000X,2008-7209	3	2020-06-30	3819	NA	10.5812	Briefland	1	Crossref	32	32	1	Orthopedics and Sports Medicine	The Relationship Between Postural Stability, Anthropometry Measurements, Body Composition, and Sport Experience in Judokas with Visual Impairment	journal-article	http://dx.doi.org/10.5812/asjsm.103030	11	<jats:p>Background: Postural stability is quite mandatory when practicing high-performance sports. Investigations of postural stability and related variables in judokas with visual impairment can lead to new training plans targeting the improvement of postural stability and ultimately to enhanced performance. Objectives: To investigate postural stability and its relationship with anthropometric measurements, body composition, and experience in judokas with visual impairment. Methods: Seventeen judokas (70.6% men) with visual impairment participated in this cross-sectional study. The athletes were grouped based on the functional classification of partial (B2/B3, n = 10) and total visual impairment (B1, n = 7). Postural stability was assessed using the elliptical area of the 95% confidence interval (Area) and the average displacement velocity (Vavg) while remaining in a bipedal stance with eyes closed and blindfolded. Body mass, height, circumferences, skinfold thickness and diameters were measured and used to estimate body composition. Between-group comparisons were evaluated using the Mann-Whitney test. Bivariate correlations were determined with Spearman’s correlation coefficient with bootstrap analysis and 95% confidence interval (95% CI) from 500 resamplings. Results: No significant difference was observed between the B1 and B2/B3 groups in relation to postural stability (Area; P = 1.00; Vavg; P = 0.85). Postural stability (Area but not Vavg) correlated positively and moderately (P &lt; 0.05) with anthropometric measurements and negatively with judo experience (practice time). Conclusions: The postural stability of judokas was unrelated to the degree of visual impairment. Postural instability was correlated with anthropometric measurements, mainly body fat and height, and judo experience.</jats:p>	Asian J Sports Med	2020-06-30	NA	http://dx.doi.org/10.5812/crossmark_update_policy	NA	NA	NA	NA	Bruno Ferreira Jeronymo, Pablo Rodrigo de Oliveira Silva, Míriam Mainenti, Lilian Ramiro Felicio, Arthur de Sá Ferreira, Thiago Lemos de Carvalho, Patrícia Vigário	2020	1	TRUE	1.0	0,183	B1
Fisioterapia em Movimento	2018-03-10	2022-08-15	NA	10.1590/1980-5918.030.s01.ao18	2022-08-15	1980-5918	suppl 1	2017	530	183-195	10.1590	FapUNIFESP (SciELO)	1	Crossref	30	30	2	Rehabilitation,Orthopedics and Sports Medicine,Physical Therapy, Sports Therapy and Rehabilitation,Complementary and Manual Therapy	Transcultural adaptation into Portuguese of an instrument for pain evaluation based on the biopsychosocial model	journal-article	http://dx.doi.org/10.1590/1980-5918.030.s01.ao18	30	<jats:p>Abstract Introduction: Pain is an individual experience influenced by multiple interacting factors. The “biopsychosocial” care model has gained popularity in response to growing research evidence indicating the influence of biological, psychological, and social factors on the pain experience. The implementation of this model is a challenge in the practice of the health professional. Objective: To perform the transcultural adaptation of the SCEBS method into Brazilian Portuguese. Methods: The instrument was translated and applied to 50 healthy subjects and 50 participants with non-specific chronic pain in the spine. The process of cross-cultural adaptation included the following steps: transcultural adaptation, content analysis of the scale, pre-test, revision, back-translation review, cross-cultural adaptation, revised text correction and final report. Results: The translated and adapted 51-item Portuguese version of the SCEBS method produced an instrument called SCEBS-BR. In the assessment by the target population, 50 adult users of the Brazilian Unified Health System answered the questionnaire and showed good understanding of the instrument on the verbal rating scale. Conclusion: The SCEBS-BR was proved to be easily understandable, showing good semantic validation regardless of schooling level or age, and can be considered adequate for clinical use.</jats:p>	Fisioter. mov.	2017	NA	NA	NA	NA	NA	NA	Monique Rocha Peixoto dos Santos, Leandro Calazans Nogueira, Ney Armando Meziat-Filho, Rob Oostendorp, Felipe José Jandre dos Reis	2017	2	TRUE	0.3	0,131	B1
Brazilian Journal Of Pain	2018-10-10	2020-09-03	2018	10.5935/2595-0118.20180057	2022-03-30	2595-0118	4	2018	3948	NA	10.5935	GN1 Genesis Network	1	Crossref	0	0	0	Applied Mathematics	Transcultural adaptation of the Injustice Experience Questionnaire into Brazilian Portuguese	journal-article	http://dx.doi.org/10.5935/2595-0118.20180057	1	NA	NA	NA	en	NA	NA	NA	NA	NA	Daiane Lopes dos Santos, Marcella de Souza Marins, Leandro Calazans Nogueira, Renato S. Almeida, Michael John L. Sullivan, Felipe Reis	2018	0	TRUE	NA	NA	B1
Jornal Brasileiro de Pneumologia	2011-03-03	2019-06-08	2011-02	10.1590/s1806-37132011000100009	2023-02-24	1806-3713	1	2011-02	530	54-60	10.1590	FapUNIFESP (SciELO)	1	Crossref	30	30	11	Pulmonary and Respiratory Medicine	Três protocolos fisioterapêuticos: efeitos sobre os volumes pulmonares após cirurgia cardíaca	journal-article	http://dx.doi.org/10.1590/s1806-37132011000100009	37	<jats:p>OBJETIVO: Avaliar o volume inspiratório e os efeitos da espirometria de incentivo (EI) e da técnica breath stacking (BS) sobre a CVF em pacientes submetidos a cirurgia cardíaca. MÉTODOS: Estudo prospectivo controlado e randomizado com 35 pacientes submetidos a cirurgia cardíaca no Hospital de Força Aérea do Galeão, Rio de Janeiro (RJ). Todos os pacientes realizaram procedimentos de mobilização e tosse e foram randomicamente alocados em três grupos: grupo exercício controle (EC), que realizou somente esses procedimentos; grupo EI, que realizou inspirações profundas utilizando um espirômetro de incentivo; e grupo BS, que realizou esforços inspiratórios sucessivos utilizando uma máscara facial acoplada a uma válvula unidirecional. A espirometria forçada foi realizada no período pré-operatório e do primeiro ao quinto dia de pós-operatório. O volume inspiratório foi medido durante as manobras nos grupos EI e BS. RESULTADOS: No primeiro dia de pós-operatório, a CVF diminuiu significativamente em todos os grupos (EC: 87,1 vs. 32,0%; EI: 75,3 vs. 29,5%; e BS: 81,9 vs. 33,2%; p &lt; 0.001 para todos) assim como o volume inspiratório nos grupos EI e BS (EI: 2,29 vs. 0,82 L; e BS: 2,56 vs. 1,34 L, p &lt; 0.001 para ambos). Do primeiro ao quinto dia de pós-operatório, a CVF apresentou recuperação parcial independentemente do protocolo (EC: 32,0 vs. 51,3%; EI: 29,5 vs. 46,7%; e BS: 33,3 vs. 54,3%; p &lt; 0.001 para todos). Durante o período pós-operatório avaliado, o volume inspiratório foi significativamente maior no grupo BS do que no EI. CONCLUSÕES: Os protocolos foram equivalentes no que se refere à recuperação da CVF nos primeiros cinco dias de pós-operatório. Quando comparada à EI, a técnica BS promoveu maiores volumes inspiratórios nesta amostra de pacientes submetidos à cirurgia cardíaca.</jats:p>	J. bras. pneumol.	NA	NA	NA	NA	NA	NA	NA	Cristina Márcia Dias, Raquel de Oliveira Vieira, Juliana Flávia Oliveira, Agnaldo José Lopes, Sara Lúcia Silveira de Menezes, Fernando Silva Guimarães	2011	11	TRUE	3.0	0,409	B1
