title	DOI	url	issns	journal	authors	issns1	issns2	published_on	last_updated	cited_by_fbwalls_count	cited_by_feeds_count	cited_by_gplus_count	cited_by_msm_count	cited_by_posts_count	cited_by_rdts_count	cited_by_tweeters_count	cited_by_videos_count	cited_by_accounts_count	cited_by_patents_count	mendeley	altmetric_score	is_oa	author.names	issn	citations	CiteScore	SJR	WebQualis	created	deposited	published.print	doi	indexed	issue	issued	member	page	prefix	publisher	score	source	reference.count	references.count	is.referenced.by.count	type	volume	short.container.title	published.online	language	update.policy	subtitle	archive_	na.	isbn
Predictive models for the six-minute walk test considering the walking course and physical activity level	NA	http://dx.doi.org/10.23736/s1973-9087.19.05687-9	NA	European Journal of Physical and Rehabilitation Medicine	NA	NA	NA	2020	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Vívian P. Almeida, Arthur S. Ferreira, Fernando S. Guimarães, Jannis Papathanasiou, Agnaldo J. Lopes	1973-9087,1973-9095	0	7.3	0.955	A2	2020-01-20	2021-02-23	2020-01	10.23736/s1973-9087.19.05687-9	2024-01-06	6	2020-01	17149	NA	10.23736	Edizioni Minerva Medica	1	Crossref	45	45	9	journal-article	55	Eur J Phys Rehabil Med	NA	NA	NA	NA	NA	NA	NA
Prevalence and Associated Factors of Playing-Related Musculoskeletal Disorders in Brazilian Violin Players	NA	http://dx.doi.org/10.21091/mppa.2017.1006	NA	Medical Problems of Performing Artists	NA	NA	NA	2017	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Frederico B Kochem, Julio G Silva	0885-1158	0	1.4	0.317	A2	2017-03-07	2021-07-29	2017-03-01	10.21091/mppa.2017.1006	2024-05-26	1	2017-03-01	8662	27-32	10.21091	Science and Medicine, Inc.	1	Crossref	0	0	20	journal-article	32	Medical Problems of Performing Artists	NA	en	NA	NA	NA	NA	NA
Prevalence of Playing-related Musculoskeletal Disorders in String Players: A Systematic Review	NA	http://dx.doi.org/10.1016/j.jmpt.2018.05.001	NA	Journal of Manipulative and Physiological Therapeutics	NA	NA	NA	2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Frederico Barreto Kochem, Julio Guilherme Silva	0161-4754	0	2.5	0.419	A2	2018-08-01	2023-10-30	2018-07	10.1016/j.jmpt.2018.05.001	2024-06-14	6	2018-07	78	540-549	10.1016	Elsevier BV	1	Crossref	54	54	22	journal-article	41	Journal of Manipulative and Physiological Therapeutics	NA	en	http://dx.doi.org/10.1016/elsevier_cm_policy	NA	NA	NA	NA
Profile of infrared thermography in elite soccer players	NA	http://dx.doi.org/10.1590/s1980-6574201700020013	NA	Motriz: Revista de Educação Física	NA	NA	NA	2017	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Alex Souto Maior, Gustavo Leporace, Marcio Tannure, Moacir Marocolo	1980-6574	0	NA	0.199	B1	2017-06-23	2019-09-26	2017	10.1590/s1980-6574201700020013	2024-05-02	2	2017	530	NA	10.1590	FapUNIFESP (SciELO)	1	Crossref	30	30	5	journal-article	23	Motriz: rev. educ. fis.	NA	NA	NA	NA	NA	NA	NA
Pulmonary disease severity and peripheral muscle function as limiting factors for exercise capacity in adult patients with cystic fibrosis	NA	http://dx.doi.org/10.3233/ies-130508	NA	Isokinetics and Exercise Science	NA	NA	NA	2013	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Vanessa J.R. Moço, Agnaldo J. Lopes, Patrícia S. Vigário, Vivian P. Almeida, Renato F. Dias, Sara L.S. Menezes, Fernando S. Guimarães	1878-5913,0959-3020	0	1.2	0.266	B1	2018-10-30	2019-12-02	2013-08-06	10.3233/ies-130508	2023-09-01	3	2013-08-06	7437	219-226	10.3233	IOS Press	1	Crossref	0	0	1	journal-article	21	IES	NA	NA	NA	NA	NA	NA	NA
Recomendações sobre o uso de equipamentos de proteção individual (EPIs) no ambiente hospitalar e prevenção de transmissão cruzada na COVID-19	NA	http://dx.doi.org/10.47066/2177-9333.ac20.covid19.005	NA	ASSOBRAFIR Ciência	NA	NA	NA	2020	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Darlan Laurício Matte, Lucas Cacau, Luis Felipe Da Fonseca Reis, Mariela Cometki Assis	2177-9333	0	NA	NA	B3	2020-09-10	2020-09-10	NA	10.47066/2177-9333.ac20.covid19.005	2024-02-05	Supl1	2020-09-03	26629	47	10.47066	Associacao Brasileira de Fisioterapia Cardiorrespiratoria e Fisioterapia em Terapia Intensiva	1	Crossref	0	0	4	journal-article	11	Assofrafir Cien.	2020-09-03	NA	NA	NA	NA	NA	NA
Recuperação cardiopulmonar em atletas de Rugby em Cadeira de Rodas: efeito de nível competitivo e classificação funcional	NA	http://dx.doi.org/10.5585/conssaude.v18n4.14963	NA	ConScientiae Saúde	NA	NA	NA	2020	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Alexssander De Souza Mello, Patrícia Dos Santos Vigário, Jeter Pereira de Freitas, Thiago Lemos, Míriam Raquel Meira Mainenti	1983-9324,1677-1028	0	NA	NA	B2	2020-07-20	2024-05-09	NA	10.5585/conssaude.v18n4.14963	2024-05-10	4	2020-07-20	3664	429-443	10.5585	University Nove de Julho	1	Crossref	0	0	1	journal-article	18	Cons. Saúde	2020-07-20	NA	NA	NA	NA	NA	NA
Relação entre intensidade da corrida, percepção de esforço e estados de humor em corredores recreacionais	NA	http://dx.doi.org/10.5585/conssaude.v18n3.11179	NA	ConScientiae Saúde	NA	NA	NA	2020	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	João Henrique Gomes, Renata Rebello Mendes, Roberta Luksevicius Rica, Rafael M. Pitta, Rafael Ambrósio Battazza, Gerson Leite, Alex Souto Maior, Danilo Sales Bocalini	1983-9324,1677-1028	0	NA	NA	B2	2020-07-16	2024-05-09	NA	10.5585/conssaude.v18n3.11179	2024-05-10	3	2020-04-14	3664	301-311	10.5585	University Nove de Julho	1	Crossref	0	0	0	journal-article	18	Cons. Saúde	2020-04-14	NA	NA	NA	NA	NA	NA
Relationship between abdominal and neck fat with sleep disorders in obese patients	NA	http://dx.doi.org/10.1590/fm.2023.36108	NA	Fisioterapia em Movimento	NA	NA	NA	2023	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Elena Marie Peixoto Ruthes, Oslei Matos, Brenda Carolina de Castro Lenardt, Carlos Alberto Petroski, Antonio Beira de Andrade Junior, Karin dal Vesco	1980-5918	0	0.3	0.123	B1	2023-04-05	2023-04-05	NA	10.1590/fm.2023.36108	2023-04-06	NA	2023	530	NA	10.1590	FapUNIFESP (SciELO)	1	Crossref	18	18	0	journal-article	36	Fisioter. mov.	2023	NA	NA	NA	NA	NA	NA
Relationship between body balance, lung function, nutritional status and functional capacity in adults with cystic fibrosis	NA	http://dx.doi.org/10.1590/s1413-35552012005000111	NA	Brazilian Journal of Physical Therapy	NA	NA	NA	2013	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Jennifer T. S. Penafortes, Fernando S. Guimaraes, Vanessa J. Ribeiro Moco, Vivian P. Almeida, Sara L. S. Menezes, Agnaldo J. Lopes	1413-3555	0	6.4	1.008	A2	2013-10-28	2016-12-15	NA	10.1590/s1413-35552012005000111	2023-12-27	5	2013-10	530	450-457	10.1590	FapUNIFESP (SciELO)	1	Crossref	0	0	8	journal-article	17	Braz. J. Phys. Ther.	2013-10	en	NA	NA	NA	NA	NA
Relationship between functional capacity, joint mobility and pulmonary function in patients with systemic sclerosis	NA	http://dx.doi.org/10.1016/j.jbmt.2014.01.002	NA	Journal of Bodywork and Movement Therapies	NA	NA	NA	2015	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Tatiana Rafaela Lemos Lima, Fernando Silva Guimarães, Leilson Araujo Silva, Débora Pedroza Guedes Silva, Sara Lucia Silveira Menezes, Agnaldo José Lopes	1360-8592	0	2.5	0.48	A2	2014-01-08	2022-03-22	2015-01	10.1016/j.jbmt.2014.01.002	2023-09-01	1	2015-01	78	17-24	10.1016	Elsevier BV	1	Crossref	55	55	13	journal-article	19	Journal of Bodywork and Movement Therapies	NA	en	http://dx.doi.org/10.1016/elsevier_cm_policy	NA	NA	NA	NA
Relationship between pulmonary and cardiac abnormalities in sickle cell disease: implications for the management of patients	NA	http://dx.doi.org/10.1016/j.bjhh.2015.11.001	NA	Revista Brasileira de Hematologia e Hemoterapia	NA	NA	NA	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Maria Christina Paixão Maioli, Andrea Ribeiro Soares, Ricardo Bedirian, Ursula David Alves, Cirlene de Lima Marinho, Agnaldo José Lopes	1516-8484	0	NA	NA	B3	2015-12-17	2018-09-16	2016-01	10.1016/j.bjhh.2015.11.001	2022-07-28	1	2016-01	78	21-27	10.1016	Elsevier BV	1	Crossref	30	30	7	journal-article	38	Revista Brasileira de Hematologia e Hemoterapia	NA	en	http://dx.doi.org/10.1016/elsevier_cm_policy	NA	NA	NA	NA
Reply to letter to the editor: “Why 43.5% of Brazilian women with systemic sclerosis have an abnormal 6-min walk distance? The implication of parity”	NA	http://dx.doi.org/10.1016/j.clinbiomech.2023.106134	NA	Clinical Biomechanics	NA	NA	NA	2023	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Nathália Alves de Oliveira Saraiva, Iasmim de Oliveira Farias, Brenda Mesquita dos Santos, Rosemere Saldanha Xavier, Agnaldo José Lopes	0268-0033	0	3.7	0.52	A3	2023-10-29	2023-11-15	2023-12	10.1016/j.clinbiomech.2023.106134	2023-11-16	NA	2023-12	78	106134	10.1016	Elsevier BV	1	Crossref	15	15	0	journal-article	110	Clinical Biomechanics	NA	en	http://dx.doi.org/10.1016/elsevier_cm_policy	NA	NA	NA	NA
Respiratory muscle training in non-athletes and athletes with spinal cord injury: A systematic review of the effects on pulmonary function, respiratory muscle strength and endurance, and cardiorespiratory fitness based on the FITT principle of exercise prescription	NA	http://dx.doi.org/10.3233/bmr-181452	NA	Journal of Back and Musculoskeletal Rehabilitation	NA	NA	NA	2020	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Júlia Ribeiro Lemos, Felipe Amorim da Cunha, Agnaldo José Lopes, Fernando Silva Guimarães, Fabrício Vieira do Amaral Vasconcellos, Patrícia dos Santos Vigário	1878-6324,1053-8127	0	2.4	0.459	A4	2019-10-01	2020-07-21	2020-07-20	10.3233/bmr-181452	2024-06-14	4	2020-07-20	7437	655-667	10.3233	IOS Press	1	Crossref	73	73	15	journal-article	33	BMR	NA	NA	NA	NA	NA	NA	NA
Respiratory resistance and reactance in adults with sickle cell anemia: Correlation with functional exercise capacity and diagnostic use	NA	http://dx.doi.org/10.1371/journal.pone.0187833	NA	PLOS ONE	NA	NA	NA	2017	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Cirlene de Lima Marinho, Maria Christina Paixão Maioli, Jorge Luis Machado do Amaral, Agnaldo José Lopes, Pedro Lopes de Melo	1932-6203	0	6.0	0.839	A1	2017-12-08	2023-08-29	NA	10.1371/journal.pone.0187833	2023-12-07	12	2017-12-08	340	e0187833	10.1371	Public Library of Science (PLoS)	1	Crossref	88	88	9	journal-article	12	PLoS ONE	2017-12-08	en	http://dx.doi.org/10.1371/journal.pone.corrections_policy	NA	NA	NA	NA
Resting metabolic rate analysis in chronic hemiparesis patients	NA	http://dx.doi.org/10.4081/ni.2014.5442	NA	Neurology International	NA	NA	NA	2014	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Mauricio De Sant’Anna Jr, Leonardo Coelho Eboli, Julio Guilherme Silva, Alan Gomes Dos Santos, Michele Lourenco, Adalgiza Mafra Moreno, Gabriel Rodriguez De Freitas, Marco Orsini	2035-8377,2035-8385	0	2.2	0.731	B2	2014-11-14	2020-10-27	NA	10.4081/ni.2014.5442	2023-09-22	4	2014-11-14	1968	NA	10.3390	MDPI AG	1	Crossref	0	0	1	journal-article	6	Neurol Int	2014-11-14	NA	NA	NA	NA	NA	NA
Return to self-reported physical activity level after an event of acute low back pain	NA	http://dx.doi.org/10.1371/journal.pone.0219556	NA	PLOS ONE	NA	NA	NA	2019	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Daniel Pozzobon, Leandro A. Calazans Nogueira, Paulo H. Ferreira, Daniel Steffens, Paula R. Beckenkamp, Fiona M. Blyth, Manuela L. Ferreira	1932-6203	0	6.0	0.839	A1	2019-07-10	2020-05-09	NA	10.1371/journal.pone.0219556	2022-03-30	7	2019-07-10	340	e0219556	10.1371	Public Library of Science (PLoS)	1	Crossref	32	32	1	journal-article	14	PLoS ONE	2019-07-10	en	http://dx.doi.org/10.1371/journal.pone.corrections_policy	NA	NA	NA	NA
RHEUMATOID ARTHRITIS: ASSESSMENT OF CARDIOPULMONARY FITNESS USING NEW SAMPLING TECHNOLOGY	NA	http://dx.doi.org/10.1016/j.bjpt.2024.100930	NA	Brazilian Journal of Physical Therapy	NA	NA	NA	2024	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Mônica Rodrigues da Cruz, Brenda Mesquita dos Santos, Rafael Alexandre de Oliveira Deucher, Beatriz Luiza Pinheiro Alves Azevedo, Jéssica Gabriela Messias Oliveira, Agnaldo José Lopes	1413-3555	0	6.4	1.008	A2	2024-03-21	2024-03-23	2024-04	10.1016/j.bjpt.2024.100930	2024-03-24	NA	2024-04	78	100930	10.1016	Elsevier BV	1	Crossref	0	0	0	journal-article	28	Brazilian Journal of Physical Therapy	NA	en	http://dx.doi.org/10.1016/elsevier_cm_policy	NA	NA	NA	NA
Runners with noisy knees after surgery: Is it related to symptoms?	NA	http://dx.doi.org/10.1016/j.jsams.2022.09.048	NA	Journal of Science and Medicine in Sport	NA	NA	NA	2022	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	D. De Oliveira Silva, A. Culvenor, R. Johnston, B. Mentiplay, M. Girdwood, M. Hedger, T. West, M. Haberfield, B. Patterson, G. Telles, K. Crossley	1440-2440	0	7.8	1.222	A1	2022-11-16	2022-11-16	2022-11	10.1016/j.jsams.2022.09.048	2022-11-17	NA	2022-11	78	S49-S50	10.1016	Elsevier BV	1	Crossref	0	0	0	journal-article	25	Journal of Science and Medicine in Sport	NA	en	http://dx.doi.org/10.1016/elsevier_cm_policy	NA	NA	NA	NA
Running velocity at maximum oxygen uptake and at maximum effort: important variables for female military pentathlon	NA	http://dx.doi.org/10.1590/s1980-657420220018921	NA	Motriz: Revista de Educação Física	NA	NA	NA	2022	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Míriam Raquel Meira Mainenti, Patrícia dos Santos Vigário, Hugo Brito Batista, Luiz Fernando Valverde Bastos, Danielli Braga de Mello	1980-6574	0	NA	0.199	B1	2021-12-17	2021-12-17	NA	10.1590/s1980-657420220018921	2024-03-21	spe1	2022	530	NA	10.1590	FapUNIFESP (SciELO)	1	Crossref	25	25	1	journal-article	28	Motriz: rev. educ. fis.	2022	NA	NA	NA	NA	NA	NA
Simulação Mental de Movimentos: Da Teoria à Aplicação na Reabilitação Motora	NA	http://dx.doi.org/10.4181/rnc.2013.21.895.16p	NA	Revista Neurociências	NA	NA	NA	2014	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Aline Bastos, Gabriela Souza, Talita Pinto, Maitê Souza, Thiago Lemos, Luís Imbiriba	0104-3579,1984-4905	0	NA	NA	B2	2014-02-05	2020-02-28	NA	10.4181/rnc.2013.21.895.16p	2022-04-05	04	2014-02-05	19929	604-619	10.34024	Universidade Federal de Sao Paulo	1	Crossref	0	0	2	journal-article	21	RNC	2014-02-05	NA	NA	NA	NA	NA	NA
Spirometry reference values in the Brazilian population	NA	http://dx.doi.org/10.1590/1414-431x20175700	NA	Brazilian Journal of Medical and Biological Research	NA	NA	NA	2017	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	R. Rufino, C.H. Costa, A.J. Lopes, A.I. Maiworm, K. Maynard, L.M.R.A. Silva, R.M. Dias	1414-431X,0100-879X	0	4.5	0.492	A3	2017-03-03	2020-02-07	NA	10.1590/1414-431x20175700	2024-06-04	3	2017	530	NA	10.1590	FapUNIFESP (SciELO)	1	Crossref	39	39	13	journal-article	50	Braz J Med Biol Res	2017	NA	NA	NA	NA	NA	NA
Superficial Femoral Artery in-Stent Restenosis Treated with Paclitaxel-Coated Balloon Angioplasty – Results of Three-Year Follow-Up	NA	http://dx.doi.org/10.1177/15385744231165877	NA	Vascular and Endovascular Surgery	NA	NA	NA	2023	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Julio Cesar Peclat de Oliveira, Rossano Kepler Alvim Fiorelli, Ana Paula Rolim Maia Peclat, Lucas Maia Peclat de Oliveira, Rafael Oliveira, Sergio Quilici Belczac, Renato Santos Almeida, Marcelo Bellini Dalio, Edwaldo Edner Joviliano, Bianca Gutfilen	1538-5744,1938-9116	0	1.8	0.348	B2	2023-03-22	2023-09-22	2023-10	10.1177/15385744231165877	2023-09-23	7	2023-03-22	179	673-679	10.1177	SAGE Publications	1	Crossref	26	26	0	journal-article	57	Vasc Endovascular Surg	2023-03-22	en	http://dx.doi.org/10.1177/sage-journals-update-policy	NA	NA	NA	NA
Terapia Cognitivo Funcional	NA	http://dx.doi.org/10.5935/2675-7133.20230045	NA	Jornal dos Comitês	NA	NA	NA	2023	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Jessica Fernandez, Luciana Lunkes	2675-7133	0	NA	NA	NA	2023-12-11	2023-12-11	2023	10.5935/2675-7133.20230045	2023-12-12	4	2023	3948	NA	10.5935	GN1 Sistemas e Publicacoes Ltd.	1	Crossref	0	0	0	journal-article	7	JC	2023	NA	NA	NA	NA	NA	NA
The Aftermath of the COVID-19 Crisis in Saudi Arabia: Respiratory Rehabilitation Recommendations by Physical Therapists	NA	http://dx.doi.org/10.3390/healthcare9111560	NA	Healthcare	NA	NA	NA	2021	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Ravi Shankar Reddy, Ajay Prashad Gautam, Jaya Shanker Tedla, Arthur Sá Ferreira, Luis Felipe Fonseca Reis, Kalyana Chakravarthy Bairapareddy, Venkata Nagaraj Kakaraparthi, Kumar Gular	2227-9032	0	4.9	0.606	A3	2021-11-17	2021-11-29	NA	10.3390/healthcare9111560	2023-11-06	11	2021-11-16	1968	1560	10.3390	MDPI AG	1	Crossref	47	47	5	journal-article	9	Healthcare	2021-11-16	en	NA	NA	NA	NA	NA
The Effect of a Patellar Bandage on the Postural Control of Individuals with          Patellofemoral Pain Syndrome	NA	http://dx.doi.org/10.1589/jpts.26.461	NA	Journal of Physical Therapy Science	NA	NA	NA	2014	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Lilian Ramiro Felicio, Cátia de Lourdes Masullo, Marcelo Camargo Saad, Débora Bevilaqua-Grossi	0915-5287,2187-5626	0	NA	NA	C	2014-03-25	2021-04-27	2014	10.1589/jpts.26.461	2024-02-27	3	2014	533	461-464	10.1589	Society of Physical Therapy Science	1	Crossref	25	25	12	journal-article	26	J Phys Ther Sci	NA	en	NA	NA	NA	NA	NA
The effect of manipulative manual therapy, in improving range of motion and reducing the intensity of pain in subjects with ankle sprain – A systematic review	NA	http://dx.doi.org/10.1016/j.math.2016.05.249	NA	Manual Therapy	NA	NA	NA	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	F. Silveira, L. Teixeira, L.C. Nogueira	1356-689X	0	NA	NA	A2	2016-07-13	2018-09-10	2016-09	10.1016/j.math.2016.05.249	2022-04-05	NA	2016-09	78	e132-e133	10.1016	Elsevier BV	1	Crossref	0	0	0	journal-article	25	Manual Therapy	NA	en	NA	NA	NA	NA	NA
The Impact of motor disability on daily life activities and in Tropical Spastic Paraparesis (HAM/TSP)	NA	http://dx.doi.org/10.1016/j.jns.2015.08.1257	NA	Journal of the Neurological Sciences	NA	NA	NA	2015	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	R.C. Caiafa, M. Orsini, V. Guedes, L. Machiarullo, M. Xavier, A.C.A.F. Ferreira, L.R. Felicio, M. Puccioni-Sohler	0022-510X	0	6.5	1.042	A3	2015-11-02	2018-09-17	2015-10	10.1016/j.jns.2015.08.1257	2022-04-01	NA	2015-10	78	e352	10.1016	Elsevier BV	1	Crossref	0	0	0	journal-article	357	Journal of the Neurological Sciences	NA	en	NA	NA	NA	NA	NA
The relationship between muscle function, lung function and quality of life in patients with chronic obstructive pulmonary disease (COPD)	NA	http://dx.doi.org/10.3233/ies-171179	NA	Isokinetics and Exercise Science	NA	NA	NA	2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Ádrea L. Hora, Fernando S. Guimarães, Sara L.S. Menezes, Mauricio S. Soares, Priscila S. Bunn, Agnaldo J. Lopes	0959-3020,1878-5913	0	1.2	0.266	B1	2017-11-14	2019-12-02	2018-03-07	10.3233/ies-171179	2024-06-06	1	2018-03-07	7437	17-27	10.3233	IOS Press	1	Crossref	43	43	2	journal-article	26	IES	NA	NA	NA	NA	NA	NA	NA
The Relationship Between Postural Stability, Anthropometry Measurements, Body Composition, and Sport Experience in Judokas with Visual Impairment	NA	http://dx.doi.org/10.5812/asjsm.103030	NA	Asian Journal of Sports Medicine	NA	NA	NA	2020	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Bruno Ferreira Jeronymo, Pablo Rodrigo de Oliveira Silva, Míriam Mainenti, Lilian Ramiro Felicio, Arthur de Sá Ferreira, Thiago Lemos de Carvalho, Patrícia Vigário	2008-000X,2008-7209	0	1.0	0.194	B1	2020-06-30	2023-09-25	NA	10.5812/asjsm.103030	2024-02-06	3	2020-06-30	3819	NA	10.5812	Briefland	1	Crossref	32	32	3	journal-article	11	Asian J Sports Med	2020-06-30	NA	http://dx.doi.org/10.5812/crossmark_update_policy	NA	NA	NA	NA
Transcultural adaptation into Portuguese of an instrument for pain evaluation based on the biopsychosocial model	NA	http://dx.doi.org/10.1590/1980-5918.030.s01.ao18	NA	Fisioterapia em Movimento	NA	NA	NA	2017	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Monique Rocha Peixoto dos Santos, Leandro Calazans Nogueira, Ney Armando Meziat-Filho, Rob Oostendorp, Felipe José Jandre dos Reis	1980-5918	0	0.3	0.123	B1	2018-03-10	2022-08-15	NA	10.1590/1980-5918.030.s01.ao18	2022-08-15	suppl 1	2017	530	183-195	10.1590	FapUNIFESP (SciELO)	1	Crossref	30	30	2	journal-article	30	Fisioter. mov.	2017	NA	NA	NA	NA	NA	NA
Transcultural adaptation of the Injustice Experience Questionnaire into Brazilian Portuguese	NA	http://dx.doi.org/10.5935/2595-0118.20180057	NA	Brazilian Journal Of Pain	NA	NA	NA	2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Daiane Lopes dos Santos, Marcella de Souza Marins, Leandro Calazans Nogueira, Renato S. Almeida, Michael John L. Sullivan, Felipe Reis	2595-0118	0	NA	NA	B1	2018-10-10	2024-06-05	2018	10.5935/2595-0118.20180057	2024-06-06	4	2018	3948	NA	10.5935	GN1 Sistemas e Publicacoes Ltd.	1	Crossref	0	0	0	journal-article	1	NA	NA	en	NA	NA	NA	NA	NA
Utility of a Non-Exercise VO2max Prediction Model for Designing Ramp Test Protocols	NA	http://dx.doi.org/10.1055/s-0034-1395590	NA	International Journal of Sports Medicine	NA	NA	NA	2015	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	F. Cunha, A. Midgley, R. Montenegro, F. Vasconcellos, P. Farinatti	0172-4622,1439-3964	0	5.4	0.73	A2	2015-06-04	2017-05-23	NA	10.1055/s-0034-1395590	2024-05-18	10	2015-06-03	194	796-802	10.1055	Georg Thieme Verlag KG	1	Crossref	0	0	15	journal-article	36	Int J Sports Med	2015-06-03	en	NA	NA	NA	NA	NA
Utilização de cardiofrequencímetros para mensuração da Variabilidade da Frequência Cardíaca no repouso: uma revisão de literatura	NA	http://dx.doi.org/10.33448/rsd-v10i11.20026	NA	Research, Society and Development	NA	NA	NA	2021	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Patrícia Castro, Tainah de Paula Lima, Roberto Miranda Ramos Costa, Felipe Amorim da Cunha, Patrícia dos Santos Vigário	2525-3409	0	NA	NA	C	2021-09-12	2021-09-12	NA	10.33448/rsd-v10i11.20026	2022-03-29	11	2021-09-11	19099	e575101120026	10.33448	Research, Society and Development	1	Crossref	0	0	0	journal-article	10	RSD	2021-09-11	NA	NA	NA	NA	NA	NA
VARIABILITY OF 6-MINUTE WALK DISTANCE IN PATIENTS WITH INTERSTITIAL LUNG DISEASE ASSOCIATED WITH DIFFUSE CUTANEOUS SYSTEMIC SCLEROSIS	NA	http://dx.doi.org/10.1016/j.bjpt.2024.100945	NA	Brazilian Journal of Physical Therapy	NA	NA	NA	2024	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Nathália Alves de Oliveira Saraiva, Iasmim de Oliveira Farias, Brenda Mesquita dos Santos, Agnaldo José Lopes	1413-3555	0	6.4	1.008	A2	2024-03-21	2024-03-23	2024-04	10.1016/j.bjpt.2024.100945	2024-03-24	NA	2024-04	78	100945	10.1016	Elsevier BV	1	Crossref	0	0	0	journal-article	28	Brazilian Journal of Physical Therapy	NA	en	http://dx.doi.org/10.1016/elsevier_cm_policy	NA	NA	NA	NA
Variations of nursing care in patients with COVID-19 in the northern region of Brazil	NA	http://dx.doi.org/10.55905/revconv.17n.2-162	NA	CONTRIBUCIONES A LAS CIENCIAS SOCIALES	NA	NA	NA	2024	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Mônica Borchart Nicolau, Giselle Faria Galhardo, Humberto Negrão Teixeira Fernandes, Patricia Maria Dusek, Agnaldo José Lopes	1988-7833,1988-7833	0	NA	NA	A4	2024-02-17	2024-02-23	NA	10.55905/revconv.17n.2-162	2024-02-24	2	2024-02-16	30764	e5202	10.55905	South Florida Publishing LLC	1	Crossref	0	0	0	journal-article	17	CLCS	2024-02-16	NA	NA	NA	NA	NA	NA
